Cod_INEtxt;Cod_iNEok;Mun;F2018Total;SuperfKm2;NOMBRE_ACT;Mun_NomCod;F2018Dens;Var91_18aa;Var91_18;Envejecimi;Bebes;Altitud;Pob18;Evo18;Envj18;Bebes18;M174_18;Pendiente;Alt3;Pend;M174_2018;Alt_0;Pend_0;M174_18_4;Cod_Prov;Envej18_2;Env2;Dif_env;M174_3;Dif_M174;M174_3_4;Dif_4;SSPA
16050;16050;16050-Ca├▒averas;267,00000000000;73,62826700000;Ca├▒averas;16050;3,62632465599;-1,86598530419;-39,86486486490;408,69565217400;2,62172284644;817,00000000000;3;3;3;2;13;9,16000000000;2;1;14;2;1;3;16;2;408,69565217400;0;13;-1;3;0;1
16051;16051;16051-Ca├▒averuelas;138,00000000000;33,57495900000;Ca├▒averuelas;16051;4,11020606161;-2,41479169126;-48,31460674160;1525,00000000000;0,72463768116;792,00000000000;3;3;2;3;13;10,21000000000;2;1;14;2;1;3;16;3;1525,00000000000;-1;15;1;4;1;1
16052;16052;16052-Ca├▒ete;769,00000000000;86,96077700000;Ca├▒ete;16052;8,84306726008;-0,15549985631;-4,11471321696;153,27102803700;3,12093628088;1074,00000000000;3;2;2;2;12;20,74000000000;3;3;15;3;3;4;16;1;153,27102803700;0;14;-1;3;-1;1
42018;42018;42018-Almaluez;139,00000000000;159,10529700000;Almaluez;42018;0,87363527564;-3,69364472321;-63,80208333330;0,00000000000;0,00000000000;821,00000000000;3;3;3;3;14;9,27000000000;2;1;15;2;1;4;42;3;8000,00000000000;0;15;0;4;0;1
16030;16030;16030-Bascu├▒ana de San Pedro;19,00000000000;19,62820000000;Bascu├▒ana de San Pedro;16030;0,96799502756;-2,53453908776;-50,00000000000;0,00000000000;0,00000000000;1060,00000000000;3;3;2;3;14;17,04000000000;3;2;16;3;2;4;16;3;900,00000000000;-1;17;1;4;0;1
16031;16031;16031-Beamud;35,00000000000;23,37970000000;Beamud;16031;1,49702519707;-3,91885310007;-66,01941747570;0,00000000000;0,00000000000;1334,00000000000;3;3;3;3;15;20,56000000000;3;3;18;3;3;4;16;3;1900,00000000000;0;18;0;4;0;1
16197;16197;16197-Santa Mar├¡a del Val;68,00000000000;47,06110000000;Santa Mar├¡a del Val;16197;1,44493010151;-2,56098127337;-50,36496350360;3500,00000000000;0,00000000000;1196,00000000000;3;3;3;3;15;14,95000000000;3;1;16;3;1;4;16;3;3500,00000000000;0;16;0;4;0;1
16198;16198;16198-Sisante;1643,00000000000;134,35529900000;Sisante;16198;12,22876962970;-0,45840037792;-11,66666666670;235,38461538500;3,22580645161;744,00000000000;3;2;2;2;11;3,89000000000;2;1;12;2;1;2;16;2;235,38461538500;0;12;0;2;0;1
16199;16199;16199-Solera de Gabald├│n;23,00000000000;50,48905400000;Solera de Gabald├│n;16199;0,45554428491;-2,20559240914;-45,23809523810;0,00000000000;0,00000000000;1043,00000000000;3;3;3;3;15;7,42000000000;3;1;16;3;1;4;16;3;1800,00000000000;0;16;0;4;0;1
16202;16202;16202-Talayuelas;884,00000000000;106,58895400000;Talayuelas;16202;8,29354231209;-1,27784477406;-29,33653077540;353,48837209300;3,50678733032;991,00000000000;3;2;2;2;11;16,38000000000;2;2;13;2;2;3;16;2;353,48837209300;0;13;0;3;0;1
16204;16204;16204-T├®bar;280,00000000000;99,02252100000;T├®bar;16204;2,82763958312;-1,82185499410;-39,13043478260;337,50000000000;2,85714285714;888,00000000000;3;3;3;2;13;4,36000000000;2;1;14;2;1;3;16;2;337,50000000000;0;13;-1;3;0;1
16205;16205;16205-Tejadillos;124,00000000000;63,28148500000;Tejadillos;16205;1,95949889608;-2,03456156941;-42,59259259260;418,18181818200;0,80645161290;1235,00000000000;3;3;3;3;15;20,85000000000;3;3;18;3;3;4;16;2;418,18181818200;0;17;-1;4;0;1
16206;16206;16206-Tinajas;195,00000000000;46,89465300000;Tinajas;16206;4,15825659271;-2,84428358309;-54,11764705880;684,61538461500;2,56410256410;870,00000000000;3;3;3;2;13;10,51000000000;2;1;14;2;1;3;16;3;684,61538461500;0;14;0;3;0;1
16209;16209;16209-Torralba;114,00000000000;55,48712200000;Torralba;16209;2,05453077923;-2,79378602161;-53,46938775510;1000,00000000000;0,87719298246;912,00000000000;3;3;3;3;14;11,15000000000;2;1;15;2;1;4;16;3;1000,00000000000;0;15;0;4;0;1
16211;16211;16211-Torrejoncillo del Rey;363,00000000000;201,45682900000;Torrejoncillo del Rey;16211;1,80187488209;-3,01228128624;-56,21230398070;2200,00000000000;1,10192837466;931,00000000000;3;3;3;3;14;9,76000000000;2;1;15;2;1;4;16;3;2200,00000000000;0;15;0;4;0;1
16212;16212;16212-Torrubia del Campo;257,00000000000;53,36020500000;Torrubia del Campo;16212;4,81632332559;-1,43806032138;-32,36842105260;484,21052631600;1,55642023346;799,00000000000;3;3;3;3;14;3,19000000000;2;1;15;2;1;4;16;2;484,21052631600;0;14;-1;3;-1;1
16213;16213;16213-Torrubia del Castillo;39,00000000000;17,46723800000;Torrubia del Castillo;16213;2,23275139435;-1,12960948209;-26,41509433960;1000,00000000000;0,00000000000;849,00000000000;3;2;3;3;13;4,61000000000;2;1;14;2;1;3;16;3;1000,00000000000;0;14;0;3;0;1
16215;16215;16215-Tragacete;259,00000000000;61,74820000000;Tragacete;16215;4,19445425130;-1,77453541248;-38,33333333330;553,33333333300;1,15830115830;1281,00000000000;3;3;2;3;14;24,69000000000;3;3;17;3;3;4;16;3;553,33333333300;-1;18;1;4;0;1
16216;16216;16216-Tresjuncos;302,00000000000;70,29042600000;Tresjuncos;16216;4,29645994748;-2,51055045398;-49,66666666670;1230,00000000000;1,32450331126;796,00000000000;3;3;3;3;14;5,50000000000;2;1;15;2;1;4;16;3;1230,00000000000;0;15;0;4;0;1
16217;16217;16217-Tribaldos;96,00000000000;21,33229400000;Tribaldos;16217;4,50021924506;-1,85137353995;-39,62264150940;420,00000000000;2,08333333333;823,00000000000;3;3;3;2;13;3,79000000000;2;1;14;2;1;3;16;2;420,00000000000;0;13;-1;3;0;1
16218;16218;16218-Ucl├®s;223,00000000000;64,61155300000;Ucl├®s;16218;3,45139513981;-1,15307829893;-26,88524590160;518,75000000000;1,79372197309;842,00000000000;3;2;3;3;13;6,94000000000;2;1;14;2;1;3;16;3;518,75000000000;0;14;0;3;0;1
16219;16219;16219-U├▒a;89,00000000000;23,54890000000;U├▒a;16219;3,77936973702;-2,28226218987;-46,38554216870;2800,00000000000;0,00000000000;1139,00000000000;3;3;2;3;14;22,54000000000;3;3;17;3;3;4;16;3;2800,00000000000;-1;18;1;4;0;1
44268;44268;44268-Zoma, La;16,00000000000;14,50227600000;La Zoma;44268;1,10327509972;-4,20260566488;-68,62745098040;0,00000000000;0,00000000000;1149,00000000000;3;3;3;3;15;20,63000000000;3;3;18;3;3;4;44;3;800,00000000000;0;18;0;4;0;1
42194;42194;42194-Valdemaluque;159,00000000000;62,98262700000;Valdemaluque;42194;2,52450568631;-2,96130071425;-55,58659217880;4350,00000000000;0,62893081761;943,00000000000;3;3;3;3;14;9,18000000000;2;1;15;2;1;4;42;3;4350,00000000000;0;15;0;4;0;1
42195;42195;42195-Valdenebro;109,00000000000;51,41321000000;Valdenebro;42195;2,12007769988;-2,05607061750;-42,93193717280;900,00000000000;0,91743119266;946,00000000000;3;3;3;3;14;6,60000000000;2;1;15;2;1;4;42;3;900,00000000000;0;15;0;4;0;1
42196;42196;42196-Valdeprado;9,00000000000;31,91627000000;Valdeprado;42196;0,28198783880;-3,56751013610;-62,50000000000;0,00000000000;0,00000000000;847,00000000000;3;3;2;3;13;24,55000000000;2;3;16;2;3;4;42;1;100,00000000000;0;15;-1;4;0;1
42197;42197;42197-Valderrodilla;71,00000000000;32,17014100000;Valderrodilla;42197;2,20701550547;-2,70808679094;-52,34899328860;0,00000000000;0,00000000000;936,00000000000;3;3;3;3;14;4,64000000000;2;1;15;2;1;4;42;3;3500,00000000000;0;15;0;4;0;1
42198;42198;42198-Valtajeros;25,00000000000;22,92898400000;Valtajeros;42198;1,09032306011;-1,13237207382;-26,47058823530;450,00000000000;4,00000000000;1265,00000000000;3;2;2;1;11;21,39000000000;3;3;14;3;3;3;42;2;450,00000000000;0;14;0;3;0;1
42200;42200;42200-Velamaz├ín;86,00000000000;71,59112800000;Velamaz├ín;42200;1,20126616806;-2,49230920443;-49,41176470590;450,00000000000;2,32558139535;994,00000000000;3;3;3;2;13;7,98000000000;2;1;14;2;1;3;42;2;450,00000000000;0;13;-1;3;0;1
44173;44173;44173-Olmos, Los;122,00000000000;43,97236400000;Los Olmos;44173;2,77446989204;-1,30633409467;-29,88505747130;345,45454545500;2,45901639344;871,00000000000;3;3;3;2;13;10,29000000000;2;1;14;2;1;3;44;2;345,45454545500;0;13;-1;3;0;1
42029;42029;42029-Baraona;142,00000000000;116,58000000000;Baraona;42029;1,21804769257;-2,69597374254;-52,18855218860;1320,00000000000;2,11267605634;1130,00000000000;3;3;3;2;14;5,71000000000;3;1;15;3;1;4;42;3;1320,00000000000;0;15;0;4;0;1
42030;42030;42030-Barca;103,00000000000;45,05244800000;Barca;42030;2,28622426910;-1,96472058115;-41,47727272730;860,00000000000;0,00000000000;967,00000000000;3;3;3;3;14;6,52000000000;2;1;15;2;1;4;42;3;860,00000000000;0;15;0;4;0;1
42031;42031;42031-Barcones;23,00000000000;55,42104000000;Barcones;42031;0,41500484293;-3,60611439054;-62,90322580650;0,00000000000;0,00000000000;1097,00000000000;3;3;3;3;15;7,17000000000;3;1;16;3;1;4;42;3;1200,00000000000;0;16;0;4;0;1
42032;42032;42032-Bayubas de Abajo;147,00000000000;44,09447200000;Bayubas de Abajo;42032;3,33375122396;-2,87353429836;-54,48916408670;0,00000000000;0,00000000000;920,00000000000;3;3;3;3;14;5,89000000000;2;1;15;2;1;4;42;3;7800,00000000000;0;15;0;4;0;1
42033;42033;42033-Bayubas de Arriba;51,00000000000;20,61923100000;Bayubas de Arriba;42033;2,47341911054;-2,35293333233;-47,42268041240;1500,00000000000;1,96078431373;961,00000000000;3;3;3;2;13;5,87000000000;2;1;14;2;1;3;42;3;1500,00000000000;0;14;0;3;0;1
42034;42034;42034-Berat├│n;29,00000000000;41,14835000000;Berat├│n;42034;0,70476701982;-1,36238908934;-30,95238095240;1400,00000000000;0,00000000000;1391,00000000000;3;3;2;3;14;21,78000000000;3;3;17;3;3;4;42;3;1400,00000000000;-1;18;1;4;0;1
42035;42035;42035-Berlanga de Duero;877,00000000000;220,17968000000;Berlanga de Duero;42035;3,98311052137;-1,58490926474;-35,03703703700;483,82352941200;1,48232611174;933,00000000000;3;3;3;3;14;8,32000000000;2;1;15;2;1;4;42;2;483,82352941200;0;14;-1;3;-1;1
42036;42036;42036-Blacos;44,00000000000;17,56102000000;Blacos;42036;2,50554922208;-2,00388583636;-42,10526315790;950,00000000000;0,00000000000;998,00000000000;3;3;2;3;13;8,04000000000;2;1;14;2;1;3;42;3;950,00000000000;-1;15;1;4;1;1
42037;42037;42037-Bliecos;35,00000000000;16,47970400000;Bliecos;42037;2,12382455413;-2,58572978757;-50,70422535210;750,00000000000;0,00000000000;1046,00000000000;3;3;3;3;15;9,01000000000;3;1;16;3;1;4;42;3;750,00000000000;0;16;0;4;0;1
42038;42038;42038-Borjabad;34,00000000000;23,39565800000;Borjabad;42038;1,45326111366;-2,83929957653;-54,05405405410;0,00000000000;0,00000000000;1017,00000000000;3;3;3;3;15;5,43000000000;3;1;16;3;1;4;42;3;2300,00000000000;0;16;0;4;0;1
42039;42039;42039-Borobia;240,00000000000;62,57215100000;Borobia;42039;3,83557215414;-2,23635860205;-45,70135746610;838,46153846200;1,66666666667;1131,00000000000;3;3;3;3;15;13,35000000000;3;1;16;3;1;4;42;3;838,46153846200;0;16;0;4;0;1
42041;42041;42041-Buberos;33,00000000000;18,53433500000;Buberos;42041;1,78047931043;-2,06698859236;-43,10344827590;0,00000000000;0,00000000000;1021,00000000000;3;3;3;3;15;4,52000000000;3;1;16;3;1;4;42;3;2000,00000000000;0;16;0;4;0;1
42042;42042;42042-Buitrago;59,00000000000;5,14694200000;Buitrago;42042;11,46311732290;0,00000000000;0,00000000000;137,50000000000;1,69491525424;1032,00000000000;3;2;1;3;12;2,28000000000;3;1;13;3;1;3;42;1;137,50000000000;0;13;0;3;0;1
42044;42044;42044-Cabrejas del Campo;56,00000000000;17,86631800000;Cabrejas del Campo;42044;3,13438952559;-2,01410441601;-42,26804123710;2600,00000000000;0,00000000000;992,00000000000;3;3;3;3;14;3,27000000000;2;1;15;2;1;4;42;3;2600,00000000000;0;15;0;4;0;1
44218;44218;44218-Torm├│n;31,00000000000;29,34474200000;Torm├│n;44218;1,05640731140;-1,75492165406;-38,00000000000;0,00000000000;0,00000000000;1054,00000000000;3;3;3;3;15;20,45000000000;3;3;18;3;3;4;44;3;1700,00000000000;0;18;0;4;0;1
44219;44219;44219-Tornos;213,00000000000;48,95217700000;Tornos;44219;4,35118544370;-1,26047129476;-29,00000000000;472,22222222200;3,28638497653;1017,00000000000;3;2;3;2;13;7,28000000000;3;1;14;3;1;3;44;2;472,22222222200;0;13;-1;3;0;1
44257;44257;44257-Villar del Cobo;164,00000000000;54,12859900000;Villar del Cobo;44257;3,02982162904;-1,38512183885;-31,38075313810;2266,66666667000;0,00000000000;1422,00000000000;3;3;3;3;15;15,20000000000;3;2;17;3;2;4;44;3;2266,66666667000;0;17;0;4;0;1
44258;44258;44258-Villar del Salz;60,00000000000;38,69424700000;Villar del Salz;44258;1,55061810610;-3,21528245282;-58,62068965520;0,00000000000;0,00000000000;1221,00000000000;3;3;3;3;15;13,06000000000;3;1;16;3;1;4;44;3;2700,00000000000;0;16;0;4;0;1
44260;44260;44260-Villarluengo;177,00000000000;157,88964600000;Villarluengo;44260;1,12103614445;-1,16688553785;-27,16049382720;227,77777777800;5,08474576271;1119,00000000000;3;2;2;1;11;27,79000000000;3;3;14;3;3;3;44;2;227,77777777800;0;14;0;3;0;1
16062;16062;16062-Casas de Garcimolina;27,00000000000;38,68559800000;Casas de Garcimolina;16062;0,69793415110;-1,62310102542;-35,71428571430;160,00000000000;3,70370370370;1153,00000000000;3;3;3;1;14;20,29000000000;3;3;16;3;3;4;16;1;160,00000000000;0;14;-2;3;-1;1
16064;16064;16064-Casas de Haro;836,00000000000;110,87530500000;Casas de Haro;16064;7,54000180653;-0,26461762136;-6,90423162584;281,70731707300;1,91387559809;729,00000000000;3;2;2;2;11;1,62000000000;2;1;12;2;1;2;16;2;281,70731707300;0;12;0;2;0;1
16065;16065;16065-Casas de los Pinos;459,00000000000;68,21127000000;Casas de los Pinos;16065;6,72909330086;-0,88807302735;-21,40410958900;680,00000000000;2,83224400871;726,00000000000;3;2;2;2;11;1,36000000000;2;1;12;2;1;2;16;3;680,00000000000;-1;13;1;3;1;1
16067;16067;16067-Castej├│n;155,00000000000;43,61960300000;Castej├│n;16067;3,55344820539;-1,96671649470;-41,50943396230;933,33333333300;0,00000000000;861,00000000000;3;3;3;3;14;10,96000000000;2;1;15;2;1;4;16;3;933,33333333300;0;15;0;4;0;1
16068;16068;16068-Castillejo de Iniesta;150,00000000000;27,70152400000;Castillejo de Iniesta;16068;5,41486453958;-0,87169252969;-21,05263157890;550,00000000000;0,66666666667;823,00000000000;3;2;2;3;12;4,91000000000;2;1;13;2;1;3;16;3;550,00000000000;-1;14;1;3;0;1
42062;42062;42062-Cigudosa;18,00000000000;21,02690500000;Cigudosa;42062;0,85604609903;-6,22242992144;-82,35294117650;0,00000000000;0,00000000000;734,00000000000;3;3;3;3;14;24,05000000000;2;3;17;2;3;4;42;3;1000,00000000000;0;17;0;4;0;1
42063;42063;42063-Cihuela;50,00000000000;34,14770900000;Cihuela;42063;1,46422707304;-3,03775267071;-56,52173913040;1066,66666667000;2,00000000000;835,00000000000;3;3;3;2;13;10,69000000000;2;1;14;2;1;3;42;3;1066,66666667000;0;14;0;3;0;1
42064;42064;42064-Ciria;86,00000000000;46,18386600000;Ciria;42064;1,86212215322;-0,59368704469;-14,85148514850;0,00000000000;0,00000000000;1037,00000000000;3;2;3;3;14;10,81000000000;3;1;15;3;1;4;42;3;3100,00000000000;0;15;0;4;0;1
42065;42065;42065-Cirujales del R├¡o;22,00000000000;8,75553100000;Cirujales del R├¡o;42065;2,51269740236;-2,61562856817;-51,11111111110;0,00000000000;0,00000000000;1066,00000000000;3;3;3;3;15;4,87000000000;3;1;16;3;1;4;42;3;900,00000000000;0;16;0;4;0;1
42068;42068;42068-Coscurita;79,00000000000;54,95721100000;Coscurita;42068;1,43748197120;-3,00398911962;-56,11111111110;0,00000000000;0,00000000000;960,00000000000;3;3;3;3;14;4,33000000000;2;1;15;2;1;4;42;3;3500,00000000000;0;15;0;4;0;1
42070;42070;42070-Cubilla;35,00000000000;20,21257900000;Cubilla;42070;1,73159496371;-3,88412888319;-65,68627450980;0,00000000000;0,00000000000;1088,00000000000;3;3;3;3;15;9,86000000000;3;1;16;3;1;4;42;3;1600,00000000000;0;16;0;4;0;1
42071;42071;42071-Cubo de la Solana;198,00000000000;132,84015000000;Cubo de la Solana;42071;1,49051322209;-2,10843339798;-43,75000000000;569,23076923100;3,03030303030;989,00000000000;3;3;3;2;13;5,63000000000;2;1;14;2;1;3;42;3;569,23076923100;0;14;0;3;0;1
42073;42073;42073-Cueva de ├ügreda;72,00000000000;29,99748000000;Cueva de ├ügreda;42073;2,40020161694;-2,48403802664;-49,29577464790;0,00000000000;0,00000000000;1308,00000000000;3;3;3;3;15;17,44000000000;3;2;17;3;2;4;42;3;3900,00000000000;0;17;0;4;0;1
44007;44007;44007-Alba;178,00000000000;69,53409700000;Alba;44007;2,55989518351;-2,18274703416;-44,89164086690;690,00000000000;1,68539325843;975,00000000000;3;3;3;3;14;8,51000000000;2;1;15;2;1;4;44;3;690,00000000000;0;15;0;4;0;1
44008;44008;44008-Albalate del Arzobispo;2004,00000000000;205,68696600000;Albalate del Arzobispo;44008;9,74296057243;-0,73996936678;-18,17068191100;230,17241379300;3,69261477046;343,00000000000;3;2;2;2;10;9,21000000000;1;1;11;1;1;2;44;2;230,17241379300;0;11;0;2;0;1
44043;44043;44043-Blesa;95,00000000000;80,39404900000;Blesa;44043;1,18167950466;-2,02393624313;-42,42424242420;1266,66666667000;1,05263157895;775,00000000000;3;3;3;3;14;8,56000000000;2;1;15;2;1;4;44;3;1266,66666667000;0;15;0;4;0;1
16043;16043;16043-Campillos-Paravientos;113,00000000000;54,34342900000;Campillos-Paravientos;16043;2,07936823420;-1,30261397442;-29,81366459630;455,55555555600;0,88495575221;1177,00000000000;3;3;3;3;15;13,05000000000;3;1;16;3;1;4;16;2;455,55555555600;0;15;-1;4;0;1
16044;16044;16044-Campillos-Sierra;40,00000000000;38,02698200000;Campillos-Sierra;16044;1,05188468546;-2,95879001042;-55,55555555560;0,00000000000;0,00000000000;1253,00000000000;3;3;3;3;15;14,94000000000;3;1;16;3;1;4;16;3;2200,00000000000;0;16;0;4;0;1
16045;16045;16045-Canalejas del Arroyo;219,00000000000;60,94748000000;Canalejas del Arroyo;16045;3,59325767037;-2,16997093518;-44,69696969700;3433,33333333000;0,00000000000;785,00000000000;3;3;3;3;14;9,03000000000;2;1;15;2;1;4;16;3;3433,33333333000;0;15;0;4;0;1
16046;16046;16046-Ca├▒ada del Hoyo;247,00000000000;89,75450000000;Ca├▒ada del Hoyo;16046;2,75195115565;-2,09095896816;-43,47826086960;500,00000000000;1,61943319838;1022,00000000000;3;3;3;3;15;9,96000000000;3;1;16;3;1;4;16;2;500,00000000000;0;15;-1;4;0;1
16047;16047;16047-Ca├▒ada Juncosa;252,00000000000;42,71555500000;Ca├▒ada Juncosa;16047;5,89949024424;-1,82185499410;-39,13043478260;518,75000000000;1,58730158730;807,00000000000;3;3;2;3;13;4,31000000000;2;1;14;2;1;3;16;3;518,75000000000;-1;15;1;4;1;1
16048;16048;16048-Ca├▒amares;467,00000000000;40,51888300000;Ca├▒amares;16048;11,52549047320;-1,09108149221;-25,63694267520;290,24390243900;2,78372591006;883,00000000000;3;2;1;2;10;16,02000000000;2;2;12;2;2;2;16;2;290,24390243900;0;13;1;3;1;1
44009;44009;44009-Albarrac├¡n;1016,00000000000;452,70150000000;Albarrac├¡n;44009;2,24430446994;-0,17429773959;-4,60093896714;204,13223140500;3,44488188976;1170,00000000000;3;2;2;2;12;16,08000000000;3;2;14;3;2;3;44;2;204,13223140500;0;14;0;3;0;1
44010;44010;44010-Albentosa;257,00000000000;68,00110200000;Albentosa;44010;3,77935051700;-0,42090575469;-10,76388888890;118,60465116300;3,50194552529;960,00000000000;3;2;2;2;11;8,65000000000;2;1;12;2;1;2;44;1;118,60465116300;0;11;-1;2;0;1
44011;44011;44011-Alcaine;63,00000000000;57,37643900000;Alcaine;44011;1,09801167688;0,93513953949;28,57142857140;540,00000000000;3,17460317460;658,00000000000;3;1;2;2;10;14,92000000000;2;1;11;2;1;2;44;3;540,00000000000;-1;12;1;2;0;1
44012;44012;44012-Alcal├í de la Selva;347,00000000000;104,95249000000;Alcal├í de la Selva;44012;3,30625790774;-1,05454879101;-24,89177489180;420,83333333300;0,57636887608;1403,00000000000;3;2;2;3;13;20,28000000000;3;3;16;3;3;4;44;2;420,83333333300;0;16;0;4;0;1
44016;44016;44016-Alfambra;531,00000000000;122,44305600000;Alfambra;44016;4,33670979267;-1,40002691736;-31,66023166020;519,04761904800;2,07156308851;1049,00000000000;3;3;2;2;13;8,44000000000;3;1;14;3;1;3;44;3;519,04761904800;-1;15;1;4;1;1
44017;44017;44017-Aliaga;358,00000000000;193,07857300000;Aliaga;44017;1,85416742230;-0,77761597041;-19,00452488690;218,18181818200;3,91061452514;1105,00000000000;3;2;3;1;12;23,59000000000;3;3;15;3;3;4;44;2;218,18181818200;0;14;-1;3;-1;1
44018;44018;44018-Almohaja;16,00000000000;25,55481100000;Almohaja;44018;0,62610519796;-3,33673034306;-60,00000000000;0,00000000000;0,00000000000;1201,00000000000;3;3;3;3;15;13,68000000000;3;1;16;3;1;4;44;3;1000,00000000000;0;16;0;4;0;1
44019;44019;44019-Alobras;62,00000000000;30,72216900000;Alobras;44019;2,01808667871;-2,13392420169;-44,14414414410;0,00000000000;0,00000000000;1109,00000000000;3;3;3;3;15;20,10000000000;3;3;18;3;3;4;44;3;2500,00000000000;0;18;0;4;0;1
44020;44020;44020-Alpe├▒├®s;22,00000000000;28,61551800000;Alpe├▒├®s;44020;0,76881362064;-1,70494880562;-37,14285714290;0,00000000000;0,00000000000;1225,00000000000;3;3;3;3;15;14,92000000000;3;1;16;3;1;4;44;3;800,00000000000;0;16;0;4;0;1
44021;44021;44021-Allepuz;126,00000000000;67,26399700000;Allepuz;44021;1,87321606832;-0,56930174460;-14,28571428570;361,53846153800;3,17460317460;1425,00000000000;3;2;3;2;13;13,69000000000;3;1;14;3;1;3;44;2;361,53846153800;0;13;-1;3;0;1
44022;44022;44022-Alloza;582,00000000000;81,60048600000;Alloza;44022;7,13231046197;-1,65382144881;-36,25410733840;339,65517241400;2,92096219931;670,00000000000;3;3;2;2;12;13,03000000000;2;1;13;2;1;3;44;2;339,65517241400;0;13;0;3;0;1
44023;44023;44023-Allueva;29,00000000000;18,65183200000;Allueva;44023;1,55480705595;3,32209726319;141,66666666700;333,33333333300;3,44827586207;1200,00000000000;3;1;2;2;11;11,64000000000;3;1;12;3;1;2;44;2;333,33333333300;0;12;0;2;0;1
44024;44024;44024-Anad├│n;27,00000000000;24,61931500000;Anad├│n;44024;1,09669988787;-0,13460430544;-3,57142857143;0,00000000000;0,00000000000;1113,00000000000;3;2;3;3;14;16,98000000000;3;2;16;3;2;4;44;3;600,00000000000;0;16;0;4;0;1
44026;44026;44026-Arcos de las Salinas;105,00000000000;112,98603500000;Arcos de las Salinas;44026;0,92931838877;-2,09546074083;-43,54838709680;230,76923076900;4,76190476190;1075,00000000000;3;3;3;1;13;27,68000000000;3;3;16;3;3;4;44;2;230,76923076900;0;15;-1;4;0;1
44027;44027;44027-Arens de Lled├│;206,00000000000;34,26896100000;Arens de Lled├│;44027;6,01127066560;-1,02407544681;-24,26470588240;550,00000000000;2,42718446602;384,00000000000;3;2;3;2;11;14,99000000000;1;1;12;1;1;2;44;3;550,00000000000;0;12;0;2;0;1
16101;16101;16101-Hito, El;142,00000000000;41,21934000000;El Hito;16101;3,44498480568;-2,47039851077;-49,10394265230;3700,00000000000;0,00000000000;869,00000000000;3;3;3;3;14;5,27000000000;2;1;15;2;1;4;16;3;3700,00000000000;0;15;0;4;0;1
16176;16176;16176-Rada de Haro;46,00000000000;32,10255400000;Rada de Haro;16176;1,43290779917;-1,32818717178;-30,30303030300;2200,00000000000;0,00000000000;823,00000000000;3;3;3;3;14;6,67000000000;2;1;15;2;1;4;16;3;2200,00000000000;0;15;0;4;0;1
16177;16177;16177-Re├¡llo;118,00000000000;81,69777600000;Re├¡llo;16177;1,44434776291;-1,09843956199;-25,78616352200;316,66666666700;2,54237288136;1022,00000000000;3;2;2;2;12;9,21000000000;3;1;13;3;1;3;16;2;316,66666666700;0;13;0;3;0;1
16181;16181;16181-Rozal├®n del Monte;67,00000000000;30,62721600000;Rozal├®n del Monte;16181;2,18759680932;-3,21712684957;-58,64197530860;740,00000000000;1,49253731343;874,00000000000;3;3;3;3;14;5,89000000000;2;1;15;2;1;4;16;3;740,00000000000;0;15;0;4;0;1
16129;16129;16129-Montalbanejo;106,00000000000;59,32866900000;Montalbanejo;16129;1,78665730728;-2,95124696762;-55,46218487390;925,00000000000;0,00000000000;905,00000000000;3;3;3;3;14;5,10000000000;2;1;15;2;1;4;16;3;925,00000000000;0;15;0;4;0;1
16130;16130;16130-Montalbo;626,00000000000;73,96481700000;Montalbo;16130;8,46348338833;-1,23261260176;-28,45714285710;342,30769230800;2,23642172524;891,00000000000;3;2;2;2;11;4,22000000000;2;1;12;2;1;2;16;2;342,30769230800;0;12;0;2;0;1
16131;16131;16131-Monteagudo de las Salinas;110,00000000000;131,85980000000;Monteagudo de las Salinas;16131;0,83421937543;-0,67299023406;-16,66666666670;4500,00000000000;0,00000000000;1017,00000000000;3;2;2;3;13;9,50000000000;3;1;14;3;1;3;16;3;4500,00000000000;-1;15;1;4;1;1
16132;16132;16132-Mota de Altarejos;36,00000000000;16,95106700000;Mota de Altarejos;16132;2,12376011492;-2,68178828224;-52,00000000000;0,00000000000;0,00000000000;865,00000000000;3;3;3;3;14;9,40000000000;2;1;15;2;1;4;16;3;1700,00000000000;0;15;0;4;0;1
16174;16174;16174-Puebla del Salvador;183,00000000000;48,09037600000;Puebla del Salvador;16174;3,80533518806;-2,12695807047;-44,03669724770;825,00000000000;0,54644808743;842,00000000000;3;3;2;3;13;4,67000000000;2;1;14;2;1;3;16;3;825,00000000000;-1;15;1;4;1;1
16095;16095;16095-Graja de Campalbo;93,00000000000;22,29558500000;Graja de Campalbo;16095;4,17122941605;-1,63148637679;-35,86206896550;516,66666666700;0,00000000000;1101,00000000000;3;3;3;3;15;13,77000000000;3;1;16;3;1;4;16;3;516,66666666700;0;16;0;4;0;1
16224;16224;16224-Valdemeca;88,00000000000;69,82000000000;Valdemeca;16224;1,26038384417;-0,68689770087;-16,98113207550;255,55555555600;1,13636363636;1322,00000000000;3;2;3;3;14;23,72000000000;3;3;17;3;3;4;16;2;255,55555555600;0;16;-1;4;0;1
44174;44174;44174-Orihuela del Tremedal;487,00000000000;71,52419700000;Orihuela del Tremedal;44174;6,80888455134;-0,93149525760;-22,32854864430;315,00000000000;2,25872689938;1455,00000000000;3;2;2;2;12;14,82000000000;3;1;13;3;1;3;44;2;315,00000000000;0;13;0;3;0;1
